code	description	price	
1501	FERRITE ROJO PAQ. x 200 gr.	$ 3.921,16	
1502	FERRITE ROJO PAQ. x 400 gr.	$ 7.302,12	
1503	FERRITE ROJO PAQ. x 800 gr.	$ 14.062,93	
1510	FERRITE ROJO x kg. a granel	$ 16.926,71	
1504	FERRITE ROJO x Kg.(bolsa de 25 Kg)	$ 16.405,50	
1605	FERRITE VERDE ECONOMICO x 200 gr.	$ 1.859,15	
1608	FERRITE VERDE ECONOMICO x kg.	$ 7.246,99	
1601	FERRITE VERDE PAQ. x 200 gr.	$ 5.784,00	
1603	FERRITE VERDE PURO x kg.	$ 25.705,10	
300700	FIJADOR SELLADOR concentrado x  1 l	$ 7.242,53	
300701	FIJADOR SELLADOR concentrado x  4 l	$ 21.177,33	
300702	FIJADOR SELLADOR concentrado x 10 l	$ 46.712,05	
300703	FIJADOR SELLADOR concentrado x 20 l	$ 88.352,83	
600013	FLEXIBLE PLAST.x 20 cm.	$ 452,57	
10256	FLEXIBLES c/m de ACERO 1/2 x 100	$ 1.308,23	
10311	FLEXIBLES de COBRE 3/4 x 20	$ 1.457,44	
1705	FLUIDO DESINF. A GRANEL x Lt. S/E acuoso	$ 10.639,01	
1707	FLUIDO DESINF. ENV. x  500 cc. acuoso	$ 3.986,21	
300802	FONDO BLANCO x  1 l.	$ 13.696,86	
300803	FONDO BLANCO x  4 l.	$ 46.459,22	
300801	FONDO BLANCO x 1/2 l.	$ 8.744,57	
300800	FONDO BLANCO x 1/4 l.	$ 6.201,50	
300804	FONDO BLANCO x 20 l.	$ 206.478,84	
11100	"FRANELA NARANJA "" Make"""	$ 1.004,65	
12510	FRATACHO PLAST. x 20 cm.	$ 1.536,38	
12511	FRATACHO PLAST. x 25 cm.	$ 1.773,57	
12512	FRATACHO PLAST. x 30 cm.	$ 2.210,22	
4399	GANCHO ALFILER x 1000 niquelado	$ 38.096,09	
4398	GANCHO ALFILER x 500 niquelado	$ 19.050,06	
4394	GANCHO INGLES x 1000 niquelado	$ 48.437,56	
4397	GANCHO INGLES x 500 niquelado	$ 24.218,11	
170011	GANCHO P/CUADRO 5 pcs	$ 4.956,88	
4291	GANCHO PERA NIQUELADO x 100 unidades	$ 42.895,49	
4292	GANCHO PERA NIQUELADOS la doc.	$ 5.456,27	
4400	GANCHO PITON x 1000 grande bronceados	$ 48.441,58	
4401	GANCHO PITON x 500 grande bronceado	$ 24.220,80	
4294	GANCHO PLAST.PERA económico la docena	$ 1.896,45	
4293	GANCHO PLAST.PERA standard la docena	$ 2.063,79	
4395	GANCHO RUFLETE x 1000 zincado azul	$ 34.983,21	
4396	GANCHO RUFLETE x 500 zincado azul	$ 17.494,95	
1805	GLICERINA PURA A GRANEL x Lt. S/E	$ 6.588,14	
1801	GLICERINA PURA POTE x 100 gr.	$ 1.177,99	
1802	GLICERINA PURA POTE x 200 gr.	$ 1.934,20	
1803	GLICERINA PURA POTE x 500 gr.	$ 3.764,20	
1804	GLICERINA PURA POTE x1000 gr.	$ 6.588,14	
12200	GRAMPAS CAJON Nº 12 x 16 el Kg.	$ 7.346,70	
12201	GRAMPAS CAJON Nº 14 x 20 el Kg.	$ 7.133,16	
12300	GRAMPAS CERCO Nº 8 x 38 el Kg.	$ 6.635,72	
12301	GRAMPAS CERCO Nº10 x 25 el Kg.	$ 6.635,72	
1751	GRAMPAS DE HIERRO P/MARCOS	$ 172,37	
1856	GRASA GRAF. A granel el kg.	$ 7.288,33	
1851	GRASA GRAF. POTE x   50 gr.	$ 1.413,93	
1852	GRASA GRAF. POTE x  100 gr.	$ 2.188,75	
1853	GRASA GRAF. POTE x  200 gr.	$ 3.589,55	
1854	GRASA GRAF. POTE x  500 gr.	$ 4.629,21	
1855	GRASA GRAF. POTE x 1000 gr.	$ 8.098,38	
1865	GRASA LITIO AMARILLA x  200 gr.	$ 2.387,03	
1866	GRASA LITIO AMARILLA x  400 gr.	$ 4.302,95	
1867	GRASA LITIO AMARILLA x  800 gr.	$ 7.999,24	
1868	GRASA LITIO AMARILLA x BALDE el kg.	$ 7.004,25	
1860	GRASA LITIO ROJA x  200 gr.	$ 2.387,03	
1861	GRASA LITIO ROJA x  400 gr.	$ 4.302,95	
1862	GRASA LITIO ROJA x  800 gr.	$ 7.999,24	
1863	GRASA LITIO ROJA x BALDE el kg.	$ 7.004,25	
16516	"GRINFA N° 6 ""MAZUCA"""	$ 5.658,89	
16517	"GRINFA N° 8 ""MAZUCA"""	$ 6.050,39	
4552	"GRINFA N°10 ""MAZUCA"""	$ 6.943,12	
16518	"GRINFA N°12 ""MAZUCA"""	$ 9.420,32	
200247	Gris espacial x 1 l.	$ 16.195,29	
200246	Gris espacial x 1/2 l.	$ 9.919,43	
200245	Gris espacial x 1/4 l.	$ 6.722,00	
200249	Gris espacial x 20 l.	$ 259.318,03	
200248	Gris espacial x 4 l.	$ 58.728,39	
200252	Gris hielo x 1 l.	$ 16.195,29	
200251	Gris hielo x 1/2 l.	$ 9.919,43	
200250	Gris hielo x 1/4 l.	$ 6.722,00	
200254	Gris hielo x 20 l.	$ 259.318,03	
200253	Gris hielo x 4 l.	$ 58.728,39	
200257	Gris oscuro x 1 l.	$ 14.276,83	
200256	Gris oscuro x 1/2 l.	$ 9.220,46	
200255	Gris oscuro x 1/4 l.	$ 6.261,00	
200259	Gris oscuro x 20 l.	$ 237.575,59	
200258	Gris oscuro x 4 l.	$ 51.827,92	
200262	Gris perla x 1 l.	$ 16.195,29	
200261	Gris perla x 1/2 l.	$ 9.919,43	
200260	Gris perla x 1/4 l.	$ 6.722,00	
200264	Gris perla x 20 l.	$ 259.318,03	
200263	Gris perla x 4 l.	$ 58.728,39	
8065	GUANTES DE DESCARNE DE 1ª (amarillo	$ 5.291,45	
8062	GUANTES DE GOMA M, L, XL el par	$ 4.232,03	
8063	GUANTES LATEX p/dama ( S-M-L)	$ 2.615,87	
8070	GUANTES TEJIDOS MOTEADOS	$ 866,75	
15351	HACHA CON CABO TUMBA de 4.5 lbs.	$ 53.034,91	
15352	HACHA SIN CABO TUMBA	$ 19.189,31	
1012580	"HACHA TUMBA 4 1/2 LBS. C/CABO ""TRAM"	$ 30.169,78	
15353	HACHITA c/CABO 600 gr Tramontina	$ 23.953,93	
15354	HACHITA c/CABO 600/700 gr	$ 19.171,73	
16620	HACHUELA ALBAÑIL - MARTELINA c/cabo	$ 8.660,77	
4540	HIERRO MICACEO x 0,750 plata incaica y grafito	$ 23.204,65	
4533	HILO ALG.BOB.x 500gr.aprox.blanco	$ 11.829,63	
4532	HILO ALG.OVILLO x 50gr.aprox.blanco	$ 1.157,75	
4544	HILO CHOR. BOB. x 500 gr. aprox.	$ 11.266,40	
4542	HILO CHOR. OVILLO x 50 gr. aprox.	$ 1.785,40	
5015	HILO PLASTICO BOB.x 100gr.aprox.(colores)	$ 2.477,56	
4561	HILO SISAL OVILLO x 150gr.aprox.(C)	$ 1.164,80	
55453	HOJA SIERRA JUNIORS (paq x 12/10) c/u	$ 1.233,02	
3480	"HORMIGUICIDA ""FORMIX"" x 250 gr."	$ 2.592,36	
3602	HORMIGUICIDA GEL jeringa x 10 gr. c/u FORMIX	$ 2.681,57	
3465	HORMIGUICIDA GRAN. MIREX x 100 gr.	$ 1.025,26	
3466	HORMIGUICIDA GRAN. MIREX x 250 gr.	$ 2.136,51	
15402	HORQUILLA 4 dtes. CABO LARGO/CORTO	$ 25.383,75	
15403	HORQUILLA 6 dtes. CABO LARGO/CORTO	$ 36.132,69	
200602	Imprecol Color Satinado x 1 l. Natural, ceramico	$ 13.235,83	
200603	Imprecol Color Satinado x 4 l. Natural, ceramico	$ 46.072,56	
200611	Impregnante Brillante x 1 l. Cedro-natural-caoba (	$ 18.470,67	
200610	Impregnante Brillante x 4 l. Cedro-natual-caoba (	$ 63.517,07	
200600	Impregnante Satinado x 1 l. Cedro-natural-etc	$ 16.284,52	
200601	Impregnante Satinado x 4 l. Cedro-natural-etc	$ 53.508,42	
300561	Impresión gris p/auto x 1 l.	$ 23.834,62	
300560	Impresión gris p/auto x 500 cc.	$ 14.148,74	
300710	IMPRIMACIÓN FIJADORA x 1 l.	$ 10.246,60	
300712	IMPRIMACIÓN FIJADORA x 10 l.	$ 80.292,36	
300713	IMPRIMACIÓN FIJADORA x 20 l.	$ 143.690,48	
300711	IMPRIMACIÓN FIJADORA x 4 l.	$ 35.156,72	
1420220	INERTOLTECH x 18 l. Caja	$ 96.816,53	
3607	"INSECTICIDA ""SUPER FLOW"" bidón x 5 L"	$ 68.007,96	
3606	"INSECTICIDA ""SUPER FLOW"" botella x 1 L"	$ 17.197,02	
3604	"INSECTICIDA ""SUPER FLOW"" frasco x 60 cc"	$ 2.235,86	
3609	"INSECTICIDA ""SUPER FLOW"" L.P.U. x 1 L botella"	$ 2.318,20	
3603	"INSECTICIDA ""SUPER FLOW"" sachets x 15  cc."	$ 389,35	
3485	INSECTICIDA ACUOSO LPU x 500 cc. C/	$ 2.107,57	
3495	INSECTICIDA CEBO P/MOSCAS x 30 gr MICROGRANULADO	$ 1.721,19	
400111	JABONERA CON DESAGUE pack x 1 unidad  ( 7010)	$ 2.708,56	
200960	LACA NITROCEL.x 1 lt.p/madera brill	$ 24.330,12	
200950	LACA POLIACRILICA x 1 l. Brillante	$ 17.950,15	
200951	LACA POLIACRILICA x 4 l. Brillante	$ 66.655,00	
200954	LACA POLIURETANICA 1 COMP. x 1 lt. interior	$ 40.287,47	
700069	LAMPACITO SACUDIDOR	$ 1.902,64	
700031	LAMPAZO P/AUTO blanco-azul	$ 2.360,99	
11850	LAPIZ CARPINTERO la docena *	$ 4.644,10	
11851	LAPIZ DE WIDIA x unidad	$ 1.087,50	
4600	LASUR BRILLANTE x 1 lt (natural,cedro,nogal,caoba,	$ 19.871,63	
4606	LASUR BRILLANTE x 10 lt (natural,ce	$ 179.815,91	
4601	LASUR BRILLANTE x 4 lt (natural,cedro,nogal,caoba,	$ 76.113,77	
4602	LASUR SATINADO x 1 lt (natural,cedro,nogal,caoba,w	$ 17.736,09	
4603	LASUR SATINADO x 4 lt (natural,cedro,nogal,caoba,w	$ 67.931,31	
300267	LATEX ACRILICO ext. amarillo x 1 l.	$ 20.478,49	
300266	LATEX ACRILICO ext. amarillo x 20 l	$ 354.926,05	
300268	LATEX ACRILICO ext. bermellón x 1 l	$ 20.095,44	
300265	LATEX ACRILICO ext. bermellón x 20	$ 331.338,95	
300269	LATEX ACRILICO ext.x 1 l. ( blanco)	$ 12.346,02	
300263	LATEX ACRILICO ext.x 10 l. ( blanco)	$ 101.095,96	
300259	LATEX ACRILICO ext.x 20 l. ( blanco	$ 200.261,91	
300270	LATEX ACRILICO ext.x 4 l. ( blanco)	$ 42.607,03	
300261	LATEX ACRILICO lav.ext.x 1 l. ( traful,gris cto,af	$ 11.697,79	
300264	LATEX ACRILICO lav.ext.x 20 l. ( traful,gris cto,a	$ 196.210,42	
300262	LATEX ACRILICO lav.ext.x 4 l. ( traful,gris cto,af	$ 44.050,84	
300271	LATEX ES-EXTERIOR x  4 l.	$ 22.236,10	
300272	LATEX ES-EXTERIOR x 10 l.	$ 51.327,34	
300273	LATEX ES-EXTERIOR x 20 l.	$ 98.318,83	
300201	LATEX ES-INTERIOR x  4 l.	$ 18.138,93	
300202	LATEX ES-INTERIOR x 10 l.	$ 40.414,80	
300203	LATEX ES-INTERIOR x 20 l.	$ 81.177,30	
300299	LATEX Frentes x  1 l. Blanco	$ 13.613,04	
300300	LATEX Frentes x  4 l. Blanco	$ 49.781,87	
300301	LATEX Frentes x 10l. Blanco	$ 114.708,98	
300302	LATEX Frentes x 20l. Blanco	$ 220.254,21	
300240	LATEX Profesional x  1 l.blanco	$ 8.765,97	
300260	LATEX Profesional x 20 l.interior	$ 124.977,69	
300210	LATEX Tersinol  int. blanco x  4 l.	$ 22.461,52	
300211	LATEX Tersinol  int. blanco x 10 l.	$ 52.361,57	
300212	LATEX Tersinol  int. blanco x 20 l.	$ 98.716,60	
300251	LATEX Tersinol int/ext. x  4 l.blan	$ 26.731,06	
300252	LATEX Tersinol int/ext. x 10 l.blan	$ 61.232,16	
300253	LATEX Tersinol int/ext. x 20 l.blan	$ 129.530,11	
300460	LATIZADOR x 250 cc. Mejorador de cales	$ 2.136,24	
9282	LIJAS AL AGUA Nº 100	$ 702,09	
9283	LIJAS AL AGUA Nº 120	$ 702,09	
9284	LIJAS AL AGUA Nº 150	$ 702,09	
9285	LIJAS AL AGUA Nº 180	$ 702,09	
9286	LIJAS AL AGUA Nº 220 Y Nº 240	$ 702,09	
9287	LIJAS AL AGUA Nº 320	$ 702,09	
9288	LIJAS AL AGUA Nº 360	$ 702,09	
9289	LIJAS AL AGUA Nº 400 Y Nº 500	$ 702,09	
9280	LIJAS AL AGUA Nº 60	$ 702,09	
9281	LIJAS AL AGUA Nº 80	$ 702,09	
9293	LIJAS p/MADERA Nº 100	$ 545,32	
9294	LIJAS p/MADERA Nº 120	$ 545,32	
9295	LIJAS p/MADERA Nº 150	$ 545,32	
9296	LIJAS p/MADERA Nº 180	$ 545,32	
9297	LIJAS p/MADERA Nº 220	$ 545,32	
9290	LIJAS p/MADERA Nº 40	$ 545,32	
9291	LIJAS p/MADERA Nº 50	$ 545,32	
9298	LIJAS p/MADERA Nº 60	$ 545,32	
9292	LIJAS p/MADERA Nº 80	$ 545,32	
9272	LIJAS TELA ESMERI L Nº 80	$ 1.502,98	
9271	LIJAS TELA ESMERIL  Nº60	$ 1.502,98	
9273	LIJAS TELA ESMERIL Nº 100	$ 1.502,98	
9274	LIJAS TELA ESMERIL Nº 120	$ 1.502,98	
9275	LIJAS TELA ESMERIL Nº 150	$ 1.502,98	
9276	LIJAS TELA ESMERIL Nº 180	$ 1.502,98	
9277	LIJAS TELA ESMERIL Nº 220 Y Nº 240	$ 1.502,98	
9278	LIJAS TELA ESMERIL Nº 280	$ 1.502,98	
9279	LIJAS TELA ESMERIL Nº 320	$ 1.502,98	
9270	LIJAS TELA ESMERIL Nº 40	$ 1.502,98	
9299	LIJAS TELA ESMERIL Nº 50	$ 1.502,98	
10019	"LIMA ""PLENA"" C/M.F. 1/2 CAÑA BAST. 30 cm"	$ 1.513,28	
10094	"LIMA ""PLENA"" c/M.F. 1/2 CAÑA E.F.30 cm"	$ 1.701,78	
10097	"LIMA ""PLENA"" c/M.F. 1/2 CAÑA FINA 20 cm"	$ 1.117,51	
10099	"LIMA ""PLENA"" c/M.F. 1/2 CAÑA FINA 30 cm"	$ 1.884,32	
10010	"LIMA ""PLENA"" C/M.F. CUAD.BAST. 10 cm"	$ 506,54	
10011	"LIMA ""PLENA"" C/M.F. CUAD.BAST. 15 cm"	$ 548,53	
10012	"LIMA ""PLENA"" C/M.F. CUAD.BAST. 20 cm"	$ 622,89	
10013	"LIMA ""PLENA"" C/M.F. CUAD.BAST. 25 cm"	$ 837,51	
10014	"LIMA ""PLENA"" C/M.F. CUAD.BAST. 30 cm"	$ 1.233,76	
10070	"LIMA ""PLENA"" c/M.F. CUAD.E.FINA 10 cm"	$ 542,99	
10071	"LIMA ""PLENA"" c/M.F. CUAD.E.FINA 15 cm"	$ 577,73	
10072	"LIMA ""PLENA"" c/M.F. CUAD.E.FINA 20 cm"	$ 707,47	
10073	"LIMA ""PLENA"" c/M.F. CUAD.E.FINA 25 cm"	$ 895,17	
10074	"LIMA ""PLENA"" c/M.F. CUAD.E.FINA 30 cm"	$ 1.281,90	
10080	"LIMA ""PLENA"" c/M.F. CUAD.FINA 10 cm"	$ 621,08	
10081	"LIMA ""PLENA"" c/M.F. CUAD.FINA 15 cm"	$ 642,16	
10084	"LIMA ""PLENA"" c/M.F. CUAD.FINA 30 cm"	$ 1.501,60	
10064	"LIMA ""PLENA"" c/M.F. RED.FINA 30 cm."	$ 1.508,40	
700164	"LIMPIA TECHO "" BALL"""	$ 3.746,10	
700189	"LIMPIAMANOS x 500 gr. Crema ""JARAMA"""	$ 3.219,64	
700053	LIMPIAVIDRIO Plást. x 20 cm. Colores varios	$ 2.372,53	
1905	LITARGIRIO a granel x kg.	$ 12.063,80	
1907	LITARGIRIO bolsita x 1 kg.	$ 11.712,65	
1906	LITARGIRIO bolsita x 500 gr.	$ 6.008,13	
1901	LITARGIRIO POTE x  100 gr.	$ 1.659,22	
1902	LITARGIRIO POTE x  200 gr.	$ 2.979,53	
1903	LITARGIRIO POTE x  500 gr.	$ 6.387,03	
1904	LITARGIRIO POTE x 1000 gr.	$ 12.163,86	
4546	"LLANAS DENTADAS ""ANSA"" 8x8-12x12-4x4-6x6 (130 x 30"	$ 2.789,90	
4507	LLANAS DENTADAS PB de ACERO  6x6-8x8-10x10-12x12	$ 5.007,66	
4508	"LLANAS LISAS FRENTISTA "" ANSA"" 130 x 300"	$ 3.313,50	
4509	"LLANAS LISAS FRENTISTA "" PB"" 130 X 300"	$ 8.744,89	
36093213	"LLAVE ""T"" CR V SERIE LARGA 1/2"" ""RHEIN"""	$ 10.622,87	
36093206	"LLAVE ""T"" CR V SERIE LARGA 1/4"" ""RHEIN"""	$ 7.621,41	
36093210	"LLAVE ""T"" CR V SERIE LARGA 3/8"" ""RHEIN"""	$ 8.573,57	
36093208	"LLAVE ""T"" CR V SERIE LARGA 5/16"" ""REHIN"""	$ 8.280,14	
36093211	"LLAVE ""T"" CR V SERIE LARGA 7/16"" ""RHEIN"""	$ 8.565,02	
15515	"LLAVE ""T"" CRV ""RHEIN"" MIL.  12 mm."	$ 10.762,80	
15516	"LLAVE ""T"" CRV ""RHEIN"" MIL.  14 mm."	$ 11.669,41	
15510	"LLAVE ""T"" CRV ""RHEIN"" MIL.  5 mm."	$ 7.011,03	
15511	"LLAVE ""T"" CRV ""RHEIN"" MIL.  6 mm."	$ 6.945,17	
15512	"LLAVE ""T"" CRV ""RHEIN"" MIL.  7 mm."	$ 8.361,01	
15514	"LLAVE ""T"" CRV ""RHEIN"" MIL.  9 mm."	$ 9.657,33	
15503	"LLAVE AJUSTABLE 10"""	$ 18.979,65	
15504	"LLAVE AJUSTABLE 12"""	$ 21.802,05	
15505	"LLAVE AJUSTABLE 15"""	$ 39.409,65	
15506	"LLAVE AJUSTABLE 18"""	$ 42.433,58	
15501	"LLAVE AJUSTABLE 6"""	$ 9.479,21	
15502	"LLAVE AJUSTABLE 8"""	$ 12.638,19	
15553	LLAVE ALLEN JUEGO  10 piezas MM.	$ 11.643,53	
15601	"LLAVE COMBINADA    (a)   1/4"""	$ 2.445,65	
15602	"LLAVE COMBINADA    (b)   5/16"""	$ 5.154,90	
15604	"LLAVE COMBINADA    (d)   7/16"""	$ 3.406,29	
15607	"LLAVE COMBINADA    (g)   5/8"""	$ 5.017,84	
15608	"LLAVE COMBINADA    (h)  11/16"""	$ 6.188,85	
15609	"LLAVE COMBINADA    (i)   3/4"""	$ 7.000,84	
15610	"LLAVE COMBINADA    (j)  13/16"""	$ 10.647,38	
15611	"LLAVE COMBINADA    (k)   7/8"""	$ 12.548,08	
15612	"LLAVE COMBINADA    (l)  15/16"""	$ 17.605,89	
15613	"LLAVE COMBINADA    (m)  1"""	$ 755,13	
15651	LLAVE COMBINADA   x  6 mm	$ 3.114,69	
15652	LLAVE COMBINADA   x  7 mm	$ 3.845,45	
15653	LLAVE COMBINADA   x  8 mm *	$ 3.596,34	
15654	LLAVE COMBINADA   x  9 mm *	$ 3.764,68	
15655	LLAVE COMBINADA   x 10 mm *	$ 3.927,66	
15656	LLAVE COMBINADA   x 11 mm *	$ 4.173,36	
15657	LLAVE COMBINADA   x 12 mm *	$ 4.184,07	
15658	LLAVE COMBINADA   x 13 mm *	$ 4.309,09	
15659	LLAVE COMBINADA   x 14 mm *	$ 5.047,15	
15660	LLAVE COMBINADA   x 15 mm	$ 5.478,68	
15662	LLAVE COMBINADA   x 17 mm	$ 6.729,54	
15663	LLAVE COMBINADA   x 18 mm	$ 7.297,79	
15664	LLAVE COMBINADA   x 19 mm	$ 8.695,57	
15665	LLAVE COMBINADA   x 20 mm	$ 9.606,82	
15666	LLAVE COMBINADA   x 21 mm	$ 10.876,13	
15667	LLAVE COMBINADA   x 22 mm	$ 11.708,09	
15668	LLAVE COMBINADA   x 23 mm	$ 12.546,36	
15669	LLAVE COMBINADA   x 24 mm	$ 12.977,89	
11651	MANGUERA GAS APROV.el mt. (rollo x 25 o 50 mts)	$ 873,82	
300478	MANTA VENDA 1 mt. x 25 mts.	$ 13.347,84	
15009	MAQUINA P/SALPICRET ( SALPICADORA)	$ 22.087,23	
11681	MARCADORES x 12 ( rojo,negro,azul)	$ 2.344,22	
200277	Marfil champag.x 1 l.	$ 16.195,29	
200276	Marfil champag.x 1/2 l.	$ 9.919,43	
200275	Marfil champag.x 1/4 l.	$ 6.722,00	
200279	Marfil champag.x 20 l.	$ 259.318,03	
200278	Marfil champag.x 4 l.	$ 58.728,39	
200282	Marfil seda x 1 l.	$ 16.195,29	
200281	Marfil seda x 1/2 l.	$ 9.919,43	
200280	Marfil seda x 1/4 l.	$ 6.722,00	
200284	Marfil seda x 20 l.	$ 259.318,03	
200283	Marfil seda x 4 l.	$ 58.728,39	
16442	MARIPOSA BRONCE (b)  5/32	$ 19,45	
16443	MARIPOSA BRONCE (c)  3/16	$ 20,42	
16447	MARIPOSA BRONCE (g)  7/16	$ 69,97	
200287	Marrón x 1 l.	$ 14.276,83	
200286	Marrón x 1/2 l.	$ 9.220,46	
200285	Marrón x 1/4 l.	$ 6.261,00	
200289	Marrón x 20 l.	$ 237.575,59	
200288	Marrón x 4 l.	$ 51.827,92	
16456	"MARTILLO BOLITA  700 gr ""MAZUCA"""	$ 20.043,37	
16514	MARTILLO GALPONERO	$ 16.362,72	
16650	"MASETA MINERA    500 gr ""MAZUCA"""	$ 6.359,10	
16651	"MASETA MINERA   750 gr ""MAZUCA"""	$ 7.169,16	
16667	"MASETA MINERA 10 kgr ""MAZUCA"""	$ 72.155,82	
16652	"MASETA MINERA 1000 gr ""MAZUCA"""	$ 8.278,45	
16653	"MASETA MINERA 1250 gr ""MAZUCA"""	$ 9.183,93	
16654	"MASETA MINERA 1500 gr ""MAZUCA"""	$ 11.312,24	
16655	"MASETA MINERA 1750 gr ""MAZUCA"""	$ 12.602,13	
16656	"MASETA MINERA 2000 gr ""MAZUCA"""	$ 14.730,41	
16657	"MASETA MINERA 2500 gr ""MAZUCA"""	$ 16.587,61	
16658	"MASETA MINERA 3000 gr ""MAZUCA"""	$ 23.297,80	
16659	"MASETA MINERA 3000 gr cabo largo ""M"	$ 25.289,36	
16660	"MASETA MINERA 4000 gr ""MAZUCA"""	$ 31.514,32	
16661	"MASETA MINERA 4000 gr cabo largo ""M"	$ 34.569,06	
16662	"MASETA MINERA 5000 gr ""MAZUCA"""	$ 40.675,04	
16663	"MASETA MINERA 6000 gr ""MAZUCA"""	$ 44.108,70	
16664	"MASETA MINERA 7000 gr ""MAZUCA"""	$ 50.047,75	
16665	"MASETA MINERA 8000 gr ""MAZUCA"""	$ 57.329,96	
16666	"MASETA MINERA 9000 gr ""MAZUCA"""	$ 61.339,86	
1951	MASILLA COMUN  x 400 gr.	$ 1.151,75	
1952	MASILLA COMUN  x 800 gr.	$ 2.029,26	
1954	MASILLA COMUN x Kg(Caja 25Kg.)	$ 2.193,79	
9702	MASILLA MADERA CAOBA x 250 gr COLVINIL	$ 1.658,88	
9701	MASILLA MADERA NATURAL x 250 gr COLVINIL	$ 1.658,88	
9703	MASILLA MADERA ROBLE x 250 gr COLVINIL	$ 1.658,88	
1957	MASILLA para placas de yeso x 1000 cc	$ 5.126,55	
1959	MASILLA para placas de yeso x 20 Lt	$ 76.997,25	
1958	MASILLA para placas de yeso x 4 Lt	$ 24.508,00	
300751	MASILLA PLASTICA x 1 kg.	$ 11.203,29	
300750	MASILLA PLASTICA x 1/2 kg.	$ 6.628,47	
300752	MASILLA PLASTICA x 4 kg.	$ 28.838,10	
300563	Masilla Universal p/auto roja x 1 l	$ 20.566,29	
300562	Masilla Universal p/auto roja x 500	$ 12.213,19	
300461	MATELUX MATEANTE EN POLVO x 10 gr.	$ 9.205,39	
17002	MECHA WIDIA CORTA  4 mm	$ 1.289,17	
17003	MECHA WIDIA CORTA  5 mm	$ 1.365,01	
17004	MECHA WIDIA CORTA  6 mm	$ 1.812,29	
17006	MECHA WIDIA CORTA  8 mm	$ 2.070,62	
17007	MECHA WIDIA CORTA 10 mm	$ 2.935,11	
17008	MECHA WIDIA CORTA 12 mm	$ 5.237,68	
173	MEMBRANA AUTOADHESIVA x 10 cm X 10 mt	$ 15.087,38	
174	MEMBRANA AUTOADHESIVA x 15 cm X 10 mt	$ 22.605,82	
175	MEMBRANA AUTOADHESIVA x 25 cm X 10 mt	$ 37.581,23	
180	Membrana en pasta x 10 kg Totem Blanca	$ 41.569,37	
181	Membrana en pasta x 20 kg Totem Blanca	$ 76.988,81	
10101	MENSULA ESTANTE B/N/G  75  x 100 c/u 3 x 4	$ 661,18	
10102	MENSULA ESTANTE B/N/G 100 x 125 c/u 4 x 5	$ 859,33	
10103	MENSULA ESTANTE B/N/G 125 x 150 c/u 5 x 6	$ 1.051,23	
10104	MENSULA ESTANTE B/N/G 150 x 200 c/u 6 x 8	$ 1.428,75	
10105	MENSULA ESTANTE B/N/G 200 x 250 c/u 8 x 10	$ 2.240,10	
10106	MENSULA ESTANTE B/N/G 250 x 300 c/u 10 x 12	$ 2.909,63	
10107	MENSULA ESTANTE B/N/G 300 x 350 c/u 12 x 14	$ 3.900,35	
17101	METRO MADERA DOBLE  2 mt	$ 2.637,45	
17102	METRO MADERA SIMPLE 1 mt	$ 1.318,49	
9801	MINI RODILLOS FORRADOS Nº  5	$ 845,03	
9802	MINI RODILLOS FORRADOS Nº  8	$ 955,02	
9803	MINI RODILLOS FORRADOS Nº 10	$ 1.016,76	
9011	MINI RODILLOS P/REJAS de caño redon	$ 186,74	
9007	MINI RODILLOS x  5 Cms. Lana sintét	$ 974,89	
9008	MINI RODILLOS x  8 Cms. Lana sintét	$ 1.137,36	
9009	MINI RODILLOS x 10 Cms. Lana sintét	$ 1.351,35	
700126	"MOPA DE ALGODÓN "" Make"""	$ 2.582,33	
11730	MOSQUETON art. N° 401	$ 115,26	
11731	MOSQUETON art. N° 402	$ 123,30	
11732	MOSQUETON art. N° 403	$ 198,31	
11733	MOSQUETON art. N° 404	$ 276,68	
11734	MOSQUETON art. N° 405	$ 377,40	
11700	MOSQUETON CROMADO Nº 1	$ 761,03	
11701	MOSQUETON CROMADO Nº 2	$ 806,78	
11702	MOSQUETON CROMADO Nº 3	$ 1.309,98	
11703	MOSQUETON CROMADO Nº 4	$ 1.875,55	
11704	MOSQUETON CROMADO Nº 5	$ 2.757,17	
4381	Mts. CAÑO CORTINA  de 4 mts.	$ 1.704,95	
2001	NAFTALINA BOL. x 100 gr.	$ 1.758,04	
2002	NAFTALINA BOL. x 1000 gr.	$ 14.284,02	
200142	Naranja x 1 l.	$ 16.938,88	
200141	Naranja x 1/2 l.	$ 10.737,37	
200140	Naranja x 1/4 l.	$ 6.974,83	
200144	Naranja x 20 l.	$ 287.559,42	
200143	Naranja x 4 l.	$ 63.353,49	
200297	Negro mate x 1 l.	$ 14.544,53	
200296	Negro mate x 1/2 l.	$ 9.146,10	
200295	Negro mate x 1/4 l.	$ 6.127,14	
200299	Negro mate x 20 l	$ 226.139,25	
200298	Negro mate x 4 l.	$ 52.318,67	
300012	Negro Pizarrón x 1 l.	$ 14.247,11	
300011	Negro Pizarrón x 1/2 l.	$ 8.952,77	
300010	Negro Pizarrón x 1/4 l.	$ 6.008,17	
300013	Negro Pizarrón x 4 l.	$ 50.162,29	
200512	Negro satinado x 1 l.	$ 14.217,36	
200511	Negro satinado x 1/2 l.	$ 8.937,91	
